0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,13,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,9,11,12,12,13,14,14,14,14,15,15,14,14,15,15,15
16,17,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,9,10,12,12,12,13,14,14,14,15,14,14,14,15,15,15
16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,11,10,10,12,12,12,13,14,14,14,15,14,14,14,14,15,15
16,16,17,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,12,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,10,12,12,12,12,14,14,14,15,14,14,14,14,15,15
16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,13,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,10,10,12,12,12,13,14,14,14,14,14,14,14,14,15,15
16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,13,13,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,12,12,12,13,13,13,13,14,14,14,14,14,14,15
16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,13,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,11,12,12,12,12,13,14,14,14,14,14,14,14,15
16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,13,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,11,12,11,12,12,12,10,10,11,12,12,12,12,12,14,14,14,14,14,14,14,15
16,16,16,16,16,16,15,15,14,14,14,14,14,14,13,14,14,13,12,12,12,12,13,12,12,12,12,12,12,12,12,12,12,11,12,12,11,12,11,11,12,12,10,10,11,12,12,12,12,12,14,14,14,14,14,14,14,15
16,16,16,16,16,16,15,15,14,14,14,14,14,14,14,14,13,13,12,12,13,12,13,12,12,12,12,12,12,12,12,12,12,11,12,12,11,11,11,12,11,12,10,10,11,12,12,12,12,12,14,13,14,14,14,14,14,15
16,16,16,16,16,16,15,15,14,14,14,14,14,14,14,14,14,13,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,11,12,12,11,12,11,11,12,12,10,9,11,12,12,13,12,12,14,13,14,14,15,14,14,15
16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,13,14,14,13,14,13,13,12,12,12,12,12,12,12,12,12,11,11,12,12,12,12,12,12,12,10,9,10,12,12,13,12,12,14,13,14,14,14,14,14,15
16,16,16,16,16,16,16,15,15,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,11,12,11,11,11,10,12,12,11,12,12,10,9,10,12,12,13,12,12,13,13,14,14,14,14,14,15
16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,11,12,11,11,11,11,11,11,11,11,12,10,8,10,12,12,12,12,12,13,13,14,14,14,14,14,15
17,16,16,16,16,16,16,16,15,14,15,14,14,14,14,14,14,13,13,12,12,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,8,10,12,12,12,11,11,12,13,14,14,14,14,14,15
17,16,16,16,16,16,16,16,15,15,15,15,15,14,14,14,13,13,13,12,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,8,10,11,12,12,11,11,13,13,14,14,14,14,14,14
17,16,16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,13,14,13,12,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,12,12,11,11,8,10,11,12,12,11,10,13,13,14,14,15,15,14,14
16,16,16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,13,14,13,13,14,13,13,13,12,12,12,12,12,12,12,11,11,11,12,11,11,11,12,11,12,11,8,9,10,12,12,10,10,12,13,14,14,15,15,14,14
16,16,16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,13,13,14,13,13,12,12,12,12,12,12,12,12,12,11,11,12,11,12,12,12,12,12,11,8,8,10,12,12,10,8,12,13,14,14,15,15,14,14
16,16,16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,12,12,11,12,12,12,12,12,8,8,10,12,12,9,8,12,13,14,14,14,15,14,14
16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,8,8,10,12,12,11,6,10,13,13,13,14,15,15,14
16,16,16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,8,8,10,12,12,6,5,11,13,14,13,14,15,15,14
16,16,16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,12,12,11,11,11,12,12,12,9,8,10,11,11,6,4,10,12,12,13,14,14,15,14
16,16,16,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,13,12,12,12,11,12,11,11,12,11,11,11,11,11,12,10,8,10,10,10,4,4,8,11,12,13,14,14,15,14
16,16,16,16,16,16,16,16,15,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,10,10,11,10,10,11,11,11,11,11,12,10,8,10,10,10,4,4,7,11,12,13,14,14,14,14
16,16,16,16,16,16,16,16,15,15,14,15,14,14,14,14,14,14,14,13,12,13,13,13,12,12,12,12,12,12,11,12,11,10,10,10,10,10,11,11,10,11,12,10,8,9,10,10,3,4,5,11,11,12,13,14,14,15
16,16,16,16,16,16,16,16,16,15,14,15,14,14,15,14,14,13,14,13,12,13,13,13,12,12,12,12,12,12,11,12,11,11,10,10,11,10,11,11,11,10,12,10,8,8,10,9,3,3,4,9,11,12,13,14,14,15
16,16,16,16,16,16,16,16,15,15,14,15,15,15,14,14,14,13,13,13,12,13,13,13,13,12,12,12,12,12,12,12,11,11,10,10,10,10,11,11,10,10,12,10,8,8,10,11,3,3,4,8,11,12,12,13,14,15
16,16,16,16,16,16,16,16,16,15,14,14,15,15,14,14,14,13,13,13,12,12,13,12,12,12,12,12,12,11,12,11,11,10,11,10,10,10,10,11,11,10,12,10,8,8,10,8,3,2,4,7,10,12,12,13,14,14
17,17,16,16,16,16,16,16,16,15,14,14,15,14,14,14,13,13,13,13,12,12,13,12,12,12,12,12,12,12,11,12,11,10,10,10,10,10,10,11,10,11,12,10,8,8,9,8,4,2,3,5,8,10,13,13,14,14
18,17,17,16,16,16,16,16,16,15,14,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,11,10,10,11,10,10,10,10,10,10,11,10,10,11,10,8,8,9,6,4,2,3,4,6,10,12,13,13,14
18,17,17,16,16,16,16,16,16,16,14,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,11,12,11,11,11,10,11,10,10,10,10,10,10,11,10,11,11,10,7,8,9,6,3,0,3,3,5,9,11,13,13,14
17,17,17,16,16,16,16,16,16,15,14,14,14,14,14,14,14,13,14,12,12,12,12,12,12,12,12,12,12,11,12,11,12,10,10,10,10,10,10,11,10,10,11,10,8,7,8,4,3,0,3,3,4,8,11,13,13,14
17,17,17,16,16,16,16,16,16,14,15,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,10,12,10,10,10,11,11,10,11,11,10,8,6,8,4,3,0,0,3,4,5,11,13,13,14
17,17,17,16,16,16,16,16,16,14,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,11,10,10,11,10,10,11,11,11,12,11,8,6,7,4,1,0,0,3,3,4,9,12,13,14
17,17,17,16,16,16,16,16,16,15,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,10,11,11,11,11,11,11,12,11,8,6,7,4,0,0,0,2,3,4,7,11,13,14
17,17,17,16,16,16,16,16,16,15,15,14,14,14,14,13,14,13,13,12,12,12,12,12,12,12,12,12,11,12,11,12,12,11,11,10,11,11,11,11,11,11,11,11,8,6,6,3,0,0,0,0,2,3,6,11,13,14
17,17,17,16,16,16,16,16,16,15,15,14,14,14,14,13,13,13,13,13,12,12,12,13,12,12,12,12,11,12,11,12,11,12,12,10,11,11,10,11,11,11,11,12,8,6,6,3,0,0,0,0,0,3,5,9,11,14
17,17,17,16,16,16,16,16,16,15,15,14,14,14,14,14,14,13,13,13,12,12,12,13,12,12,12,12,12,11,12,11,12,11,11,10,11,10,11,11,11,11,11,12,8,6,6,3,0,0,0,0,0,3,4,8,11,13
17,17,16,16,16,16,16,16,16,15,15,14,14,14,14,14,14,13,13,13,13,12,13,13,12,12,12,12,12,11,11,11,10,12,11,10,11,10,10,11,11,10,10,12,8,6,6,3,0,0,0,0,0,0,3,6,11,12
17,17,17,16,16,16,16,16,16,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,10,11,10,11,10,11,10,11,11,10,10,12,9,6,5,3,0,0,0,0,0,0,3,5,10,12
17,17,16,16,16,16,16,16,16,15,15,15,14,14,14,14,14,13,13,13,13,13,12,13,13,12,12,12,12,12,12,12,11,11,10,10,10,11,11,11,11,10,10,12,10,6,4,3,0,0,0,0,0,0,1,4,8,12
17,17,17,16,16,16,16,16,16,15,15,15,14,14,14,14,14,13,13,13,12,13,12,13,13,12,12,12,12,12,12,11,10,10,10,10,10,11,10,11,11,11,10,12,10,6,4,3,0,0,0,0,0,0,0,4,7,11
17,17,17,16,16,16,16,16,16,15,15,15,14,14,14,14,14,13,13,12,12,12,12,13,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,11,10,10,12,10,6,4,3,0,0,0,0,0,0,0,3,5,10
17,17,17,17,16,16,16,16,16,15,15,15,14,14,14,14,14,13,13,12,12,12,12,13,12,12,12,12,12,12,12,11,10,12,10,10,10,10,10,10,11,10,10,11,10,6,4,3,0,0,0,0,0,0,0,1,4,9
18,17,17,17,17,16,16,16,16,15,15,15,14,14,14,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,10,11,10,10,10,10,10,10,10,11,10,10,11,10,6,4,2,0,0,0,0,0,0,0,0,4,7
18,17,17,17,17,16,16,16,16,16,15,15,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,11,10,6,4,2,0,0,0,0,0,0,0,0,2,5
18,17,17,17,17,16,16,16,16,16,15,15,14,14,14,14,14,13,13,13,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,3,4,0,0,0,0,0,0,0,0,1,3
17,17,17,17,17,17,16,16,16,16,15,15,14,14,14,14,14,13,13,12,12,12,12,12,12,12,11,12,11,11,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,4,2,0,0,0,0,0,0,0,0,0,3
17,17,17,17,17,16,16,16,16,16,15,14,14,14,14,14,13,14,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,6,4,2,0,0,0,0,0,0,0,0,0,2
17,17,17,17,17,16,16,16,16,15,15,15,14,14,14,14,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,6,3,5,0,0,0,0,0,0,0,0,0,2
17,17,17,17,17,16,16,16,16,15,15,15,14,14,14,14,14,13,13,13,12,12,12,12,12,12,11,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,3,5,0,0,0,0,0,0,0,0,0,0
17,17,17,17,16,17,16,16,16,16,15,15,14,14,14,14,14,14,13,13,12,12,12,12,12,12,11,12,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,3,5,0,0,0,0,0,0,0,0,0,0
17,17,17,17,16,17,16,16,16,16,15,15,14,14,14,14,14,13,13,13,13,12,12,12,13,12,11,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,8,3,5,0,0,0,0,0,0,0,0,0,0
17,17,17,17,16,16,16,16,16,16,15,15,14,13,14,14,14,13,13,13,12,12,12,11,12,12,12,12,11,11,11,10,10,10,10,11,10,11,10,10,10,10,10,10,11,8,3,4,0,0,0,0,0,0,0,0,0,0
17,17,17,17,17,16,16,16,16,16,15,15,15,14,14,14,13,13,13,13,13,13,13,12,13,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,11,8,3,2,0,0,0,0,0,0,0,0,0,0
17,17,17,17,16,17,16,16,16,15,15,15,15,14,13,14,13,13,13,13,13,13,13,12,13,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,11,9,3,2,0,0,0,0,0,0,0,0,0,0
17,17,17,17,17,16,16,16,16,15,15,15,15,13,13,14,13,13,13,13,13,12,12,12,13,12,11,12,11,11,11,11,10,10,10,11,10,11,10,10,10,10,10,10,11,9,3,2,0,0,0,0,0,0,0,0,0,0
17,17,17,17,17,17,16,16,16,15,15,15,15,14,13,14,13,13,13,13,13,13,12,12,13,12,12,12,11,11,11,11,10,10,11,10,11,10,11,10,11,11,10,11,11,9,3,2,0,0,0,0,0,0,0,0,0,0
17,17,17,17,17,16,16,16,16,15,15,15,15,14,13,14,13,13,13,13,13,13,13,12,13,13,13,12,11,11,11,10,10,10,10,10,10,10,10,10,10,11,11,10,11,10,3,3,0,0,0,0,0,0,0,0,0,0
17,17,17,17,17,17,17,16,16,15,15,15,14,14,13,14,13,13,13,13,13,13,13,12,13,12,13,11,11,11,11,10,10,10,10,10,10,10,11,10,10,10,10,10,11,10,3,2,0,0,0,0,0,0,0,0,0,0
18,17,17,17,17,17,16,16,16,15,15,15,14,15,13,14,13,13,13,13,13,12,12,11,13,11,11,11,11,11,11,10,10,10,10,10,10,10,11,10,10,10,10,10,11,10,3,2,0,0,0,0,0,0,0,0,0,0
18,17,17,17,17,17,16,16,16,15,15,15,15,15,14,14,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,11,10,11,11,10,3,3,0,0,0,0,0,0,0,0,0,0
18,17,17,17,17,16,16,16,16,16,15,15,15,15,14,13,13,13,13,13,12,12,12,12,11,12,12,11,11,11,11,11,10,10,10,10,10,10,11,10,10,10,11,10,11,10,3,3,0,0,0,0,0,0,0,0,0,0
18,18,17,17,17,17,17,16,16,15,15,15,15,14,13,13,13,13,13,13,12,12,12,11,11,12,12,11,11,11,11,11,10,10,10,10,11,10,11,11,10,11,11,10,11,11,3,3,0,0,0,0,0,0,0,0,0,0
18,18,17,17,17,17,16,15,16,15,15,15,15,15,13,13,13,13,13,12,12,12,12,12,11,12,12,11,11,11,11,11,10,10,10,10,10,10,11,10,10,11,11,10,11,11,3,3,0,0,0,0,0,0,0,0,0,0
18,17,17,17,17,17,15,15,15,15,15,15,15,15,14,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,9,11,10,10,11,11,3,2,0,0,0,0,0,0,0,0,0,0
18,17,17,17,17,17,17,15,15,15,15,15,14,15,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,9,10,10,10,11,11,3,2,0,0,0,0,0,0,0,0,0,0
18,18,17,17,17,16,17,15,15,15,15,15,15,15,13,13,14,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,9,10,11,10,11,11,3,2,0,0,0,0,0,0,0,0,0,0
18,18,17,17,17,17,16,16,16,15,15,15,15,15,13,13,13,13,13,13,12,12,12,12,12,11,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,11,11,4,2,0,0,0,0,0,0,0,0,0,0
19,18,17,17,17,17,16,16,15,15,15,15,15,15,14,13,13,13,13,13,13,12,12,12,11,11,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,3,2,0,0,0,0,0,0,0,0,0,0
19,18,17,17,17,16,17,16,15,15,15,15,15,15,15,13,13,13,13,13,13,12,12,12,11,11,12,11,11,11,11,11,10,10,10,10,10,10,10,9,10,10,10,10,11,11,3,2,0,0,0,0,0,0,0,0,0,0
19,18,17,18,17,16,17,16,15,15,15,15,15,15,14,13,13,13,13,13,13,12,12,12,11,11,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,4,2,0,0,0,0,0,0,0,0,0,0
19,19,19,18,19,19,19,19,18,19,15,15,15,14,14,13,14,13,13,13,12,12,12,12,11,12,11,11,11,11,11,10,10,10,10,10,10,10,9,10,10,10,10,10,11,11,5,2,0,0,0,0,0,0,0,0,0,0
21,18,17,18,17,20,19,18,19,18,15,15,15,14,14,13,14,13,13,13,13,12,12,11,11,12,11,11,11,11,11,11,10,10,10,10,10,9,10,9,10,9,11,11,11,11,5,2,0,0,0,0,0,0,0,0,0,0
21,18,18,18,17,20,22,16,20,16,15,15,15,15,14,13,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,10,9,10,11,11,11,6,2,0,0,0,0,0,0,0,0,0,0
21,18,17,17,17,21,21,16,20,16,16,15,15,15,14,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,9,10,9,9,9,10,9,10,11,7,4,0,0,0,0,0,0,0,0,0,0
19,19,17,17,17,21,17,16,19,16,16,15,15,15,15,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,9,10,9,9,9,10,9,9,11,8,4,0,0,0,0,0,0,0,0,0,0
19,19,18,17,18,23,16,16,16,16,15,15,15,15,15,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,10,9,10,10,11,11,7,4,0,0,0,0,0,0,0,0,0,0
18,19,18,18,18,22,17,16,16,16,15,15,15,15,15,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,10,10,10,10,9,10,9,9,9,9,9,10,10,11,7,3,0,0,0,0,0,0,0,0,0,0
19,19,18,18,17,17,16,16,16,16,16,15,15,15,15,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,9,10,9,9,9,9,10,9,11,11,8,2,0,0,0,0,0,0,0,0,0,0
18,19,18,18,17,17,17,17,16,16,16,15,15,15,15,14,13,13,13,13,12,12,12,11,11,11,11,11,11,11,10,10,11,10,10,10,9,9,9,9,9,9,10,9,10,11,9,2,0,0,0,0,0,0,0,0,0,0
18,19,18,18,17,18,17,17,16,16,16,15,16,15,15,14,13,13,13,13,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,9,10,9,9,10,10,11,9,2,0,0,0,0,0,0,0,0,0,0
19,19,18,18,18,18,17,18,16,16,16,15,15,15,15,14,13,13,13,13,13,13,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,10,9,2,0,0,0,0,0,0,0,0,0,0
18,18,18,18,18,18,17,18,16,17,16,15,15,15,14,13,13,13,13,13,13,13,12,11,11,11,11,11,11,11,10,9,11,10,10,9,9,9,9,9,9,9,9,9,9,10,9,3,0,0,0,0,0,0,0,0,0,0
19,19,18,17,17,17,17,17,17,17,16,16,15,15,15,14,13,13,13,13,13,13,12,11,11,11,11,11,11,11,11,10,11,10,10,9,9,9,9,9,9,9,9,9,9,10,10,2,0,0,0,0,0,0,0,0,0,0
19,19,18,18,17,17,17,17,16,16,16,15,15,15,15,15,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,10,11,2,0,0,0,0,0,0,0,0,0,0
19,19,19,18,18,18,17,17,17,16,16,15,15,15,15,15,13,13,13,13,13,13,11,12,11,11,11,11,11,11,11,11,10,9,9,9,9,9,10,9,9,9,9,9,9,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,18,18,18,17,17,17,17,17,16,15,15,15,15,15,13,13,13,13,13,13,11,11,12,11,11,11,11,11,10,11,10,10,9,9,9,9,9,9,9,9,9,10,9,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,18,17,17,17,17,17,17,16,15,15,15,15,15,13,13,13,13,14,12,11,12,12,11,11,11,11,11,10,10,11,10,9,9,9,9,9,9,9,9,9,9,9,10,11,0,0,0,0,0,0,0,0,0,0,0
19,19,19,18,17,17,17,17,17,17,16,16,15,15,15,15,14,13,13,13,13,13,13,12,12,11,11,11,11,11,11,10,11,10,10,9,9,9,9,9,9,9,9,9,9,10,11,2,0,0,0,0,0,0,0,0,0,0
19,19,19,18,17,17,17,17,17,17,16,16,15,15,15,15,14,14,13,13,13,13,13,12,12,11,11,12,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,10,11,2,0,0,0,0,0,0,0,0,0,0
19,19,19,18,17,17,17,17,17,17,16,16,15,15,15,15,14,14,13,13,13,13,12,11,12,10,11,11,11,10,10,11,11,10,9,9,9,9,9,9,9,9,9,9,9,10,10,2,0,0,0,0,0,0,0,0,0,0
19,19,19,19,17,17,17,17,17,17,17,15,15,15,15,15,14,14,13,14,13,13,12,12,10,12,11,12,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,10,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,17,17,17,17,17,17,17,15,15,15,15,15,14,13,13,13,13,13,12,12,13,10,11,12,11,10,10,10,10,10,9,9,9,9,9,9,10,9,9,9,10,10,11,2,0,0,0,0,0,0,0,0,0,0
19,19,19,18,17,17,17,17,17,17,17,16,15,15,15,15,15,13,13,14,13,12,12,12,13,11,10,11,10,11,10,10,10,10,9,9,9,9,9,9,10,9,9,9,9,10,12,2,0,0,0,0,0,0,0,0,0,0
19,19,19,19,17,17,17,17,17,17,17,16,15,15,15,15,15,14,13,14,13,12,12,12,12,12,10,11,11,10,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,10,11,2,0,0,0,0,0,0,0,0,0,0
19,19,19,18,18,17,17,17,17,17,17,16,15,15,15,15,15,14,13,13,13,12,12,12,12,11,11,11,11,10,11,10,10,9,9,9,9,9,9,9,9,9,9,9,10,10,11,0,0,0,0,0,0,0,0,0,0,0
19,19,19,18,18,17,17,17,17,17,17,16,16,15,15,15,15,14,13,13,13,12,12,11,12,11,11,11,11,10,11,10,10,10,9,9,9,9,9,9,9,9,9,10,10,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,18,18,17,17,17,17,17,17,16,16,15,15,15,15,14,14,13,13,12,12,11,11,11,11,11,11,11,10,11,10,10,9,9,9,9,10,9,10,9,9,9,10,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,18,17,17,17,17,17,17,16,16,15,15,15,15,13,14,13,13,13,13,11,12,11,11,11,11,10,11,11,10,11,11,9,9,9,10,10,10,9,9,9,10,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,18,17,17,17,17,17,17,16,15,15,15,15,15,13,13,13,13,13,13,11,12,11,11,11,11,11,11,11,11,11,10,10,9,9,10,9,10,9,9,9,10,10,11,4,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,17,17,17,17,17,17,16,15,15,15,15,15,13,13,13,13,13,11,13,12,11,11,11,11,11,11,11,11,11,10,10,10,9,10,10,10,9,9,9,9,11,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,18,17,17,17,17,17,17,16,16,15,15,15,15,13,13,13,13,13,13,13,12,12,11,11,11,11,10,11,11,11,10,9,9,9,9,9,9,9,9,9,9,10,11,4,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,17,17,17,17,17,17,16,16,15,15,15,15,13,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,11,10,9,9,11,9,9,10,9,9,9,10,10,11,4,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,17,17,17,17,17,17,16,16,16,15,15,15,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,10,9,9,9,9,9,9,9,9,9,10,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,17,17,17,17,17,17,16,16,16,15,15,15,14,13,13,13,13,12,11,12,11,11,11,11,11,11,11,11,11,9,9,9,10,9,9,10,10,9,9,10,10,10,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,17,17,17,17,17,17,16,16,16,15,15,15,14,13,13,13,13,12,12,12,11,11,11,11,10,11,10,11,10,9,10,9,9,9,9,9,9,9,9,9,10,10,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,17,17,17,17,17,17,16,16,15,15,15,15,14,13,13,13,13,12,12,12,12,11,10,11,11,11,10,10,9,10,9,9,9,9,9,9,9,9,9,9,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,19,17,17,17,17,17,16,16,15,15,15,15,15,13,13,13,13,13,13,13,12,11,11,12,11,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,19,17,17,17,17,17,16,16,15,15,15,15,14,13,13,13,13,13,13,12,12,11,11,11,11,11,11,10,10,10,9,9,10,9,9,9,9,9,9,9,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,18,18,17,17,17,17,17,16,16,15,15,15,14,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,10,9,10,9,9,9,9,9,9,10,10,11,3,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,18,17,17,17,17,17,17,16,16,15,15,15,14,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,9,10,9,10,10,10,9,9,10,10,11,3,0,0,0,0,0,0,0,0,0,0
20,19,19,19,19,19,17,17,17,17,17,16,16,16,15,15,15,15,13,13,13,13,13,13,12,12,11,11,11,11,10,11,11,11,11,11,9,9,9,10,9,9,9,9,9,10,11,4,0,0,0,0,0,0,0,0,0,0
20,19,19,19,19,18,17,17,17,17,17,16,16,16,15,15,15,15,13,13,13,13,13,13,12,12,11,11,12,11,11,11,11,11,11,9,9,10,9,10,9,9,9,9,9,10,11,5,0,0,0,0,0,0,0,0,0,0
20,19,19,19,19,18,17,17,17,17,17,16,16,16,16,15,15,15,13,13,13,13,13,13,12,12,11,11,12,11,11,11,11,11,11,10,9,10,9,10,9,9,9,9,9,10,11,0,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,19,18,17,17,17,17,16,16,16,16,15,15,15,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,9,10,9,10,9,9,10,9,10,10,11,5,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,19,19,18,17,17,17,16,16,16,16,15,15,15,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,10,10,11,5,0,0,0,0,0,0,0,0,0,0
19,19,19,19,19,19,19,18,17,17,17,16,16,16,16,15,15,15,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,9,10,10,10,9,10,9,9,10,10,11,4,0,0,0,0,0,0,0,0,0,0
